Diện tích sử dụng,Diện tích đất,Mã BĐS,Ngày đăng,Nhà tắm,Pháp lý,Phòng ngủ,address,loai_hinh,mo_gioi_link,mo_gioi_phone,mo_gioi_ten,price,title,url
400 m2,105 m2(7x17),22706478,24/10/2025,4,Sổ đỏ,4,"Nguyễn Cơ Thạch, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0947508638-nguyen-van-diem-uid53062,0947508638,Nguyễn Văn Diệm,35 tỷ,"Bán Biệt thự, liền kề Nguyễn Cơ Thạch",https://mogi.vn/quan-nam-tu-liem/mua-nha-biet-thu-lien-ke/ban-nha-biet-thu-lien-ke-khu-lien-co-ubnd-quan-nam-tu-liem-ha-noi-id22706478
50 m2,50 m2(4x12),22688532,24/10/2025,4,Sổ đỏ,6,"Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,10 tỷ 200 triệu,"Bán Nhà hẻm, ngõ Giải Phóng",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-nha-giai-phong-hm-dt-50m-gia-hon-10-ty-oto-hai-thoang-id22688532
330 m2,55 m2(5x11),22650079,24/10/2025,9,Sổ đỏ,9,"Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,13 tỷ,"Bán Nhà mặt tiền, phố Yên Hòa",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/ban-sieu-pham-nha-phan-lo-lo-goc-pho-yen-hoa-cau-giay-dt-55m2-x-6t-id22650079
74 m2,70 m2(5x14),22701459,24/10/2025,7,Sổ đỏ,4,"Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,26 tỷ 800 triệu,"Bán Nhà mặt tiền, phố Mễ Trì Thượng",https://mogi.vn/quan-nam-tu-liem/mua-nha-mat-tien-pho/ban-nha-mat-pho-me-tri-thuong-74m2-7-tang-thang-may-mt-5m-26-8-ty-id22701459
40 m2,"40 m2(5,6x7)",22705587,24/10/2025,,Sổ đỏ,,"Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,3 tỷ 980 triệu,Bán Đất thổ cư Đa Tốn,https://mogi.vn/huyen-gia-lam/mua-dat-tho-cu/da-ton-thuan-ton-tien-ich-dinh-phan-khuc-hiem-40m-mt-5m-o-dau-tu-tot-id22705587
30 m2,"30 m2(3,5x9)",22686925,24/10/2025,3,Sổ đỏ,3,"Tựu Liệt, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,5 tỷ 800 triệu,"Bán Nhà mặt tiền, phố Tựu Liệt",https://mogi.vn/huyen-thanh-tri-ha-noi/mua-nha-mat-tien-pho/ban-gap-nha-tuu-liet-hm-dt-30m2-gia-nhinh-5ty-oto-gan-nha-tho-id22686925
225 m2,45 m2(4x11),22650058,24/10/2025,9,Sổ đỏ,9,"Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,8 tỷ,"Bán Nhà mặt tiền, phố Đình Thôn",https://mogi.vn/quan-nam-tu-liem/mua-nha-mat-tien-pho/ban-nha-dau-tu-hieu-qua-dinh-thon-my-dinh-dt-45m2-x-5t-id22650058
54 m2,54 m2(5x11),22702645,24/10/2025,5,Sổ đỏ,5,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,11 tỷ 299 triệu,"Bán Nhà hẻm, ngõ Kim Mã",https://mogi.vn/quan-ba-dinh/mua-nha-hem-ngo/ban-nha-kim-ma-54m2-4-tang-5pn-mt-4-5m-2-thoang-11-3-ty-id22702645
391 m2,"44,8 m2(4,1x11,2)",22703592,24/10/2025,8,Sổ đỏ,5,"Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,19 tỷ 300 triệu,"Bán Nhà hẻm, ngõ Đàm Quang Trung",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/dam-quang-trung-8-tang-thang-may-ngo-to-thong-thoang-be-the-id22703592
38 m2,40 m2(4x9),22675408,24/10/2025,4,Sổ đỏ,4,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,8 tỷ 100 triệu,"Bán Nhà mặt tiền, phố Vũ Tông Phan",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-vu-tong-phan-dt40m-gia-nhinh-8ty-oto-qua-nha-ngo-thong-id22675408
420 m2,60 m2(5x12),22646411,24/10/2025,6,Sổ đỏ,6,"Đông Quan, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,23 tỷ,"Bán Nhà mặt tiền, phố Đông Quan",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/ban-nha-mat-pho-dong-quan-quan-cau-giay-dt-60m2-x-7-tang-id22646411
99 m2,99 m2(7x14),22702824,24/10/2025,,Sổ đỏ,,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,37 tỷ,Bán Đất thổ cư Hoàng Quốc Việt,https://mogi.vn/quan-cau-giay/mua-dat-tho-cu/ban-dat-hoang-quoc-viet-o-to-tranh-99m2-mt-6-6m-chi-37-ty-id22702824
150 m2,"150 m2(5,1x28,5)",22703690,24/10/2025,1,Sổ đỏ,2,"Giang Cao, Xã Bát Tràng, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,12 tỷ,"Bán Nhà hẻm, ngõ Giang Cao",https://mogi.vn/huyen-gia-lam/mua-nha-hem-ngo/bat-trang-giang-cao-150m-san-nha-xuong-kinh-doanh-cho-thue-cuc-tot-id22703690
46 m2,46 m2(4x12),22656738,24/10/2025,3,Sổ đỏ,5,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,7 tỷ 850 triệu,"Bán Nhà hẻm, ngõ Định Công",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-gap-nha-dinh-cong-46m2-gia-hon-8-ty-lo-goc-oto-qua-nha-id22656738
240 m2,40 m2(4x10),22643688,24/10/2025,4,Sổ đỏ,6,"Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,16 tỷ,"Bán Nhà mặt tiền, phố Trần Quốc Hoàn",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/ban-nha-phan-lo-pho-tran-quoc-hoan-cau-giay-dt-40-50m2-x-5-tang-id22643688
140 m2,140 m2(7x20),22705497,24/10/2025,,Sổ đỏ,,"Yết Kiêu, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,105 tỷ,Bán Đất thổ cư Yết Kiêu,https://mogi.vn/quan-hai-ba-trung/mua-dat-tho-cu/ban-dat-phuong-nguyen-du-hbt-140m2-mt-7m-chi-105-ty-id22705497
170 m2,170 m2(9x19),22703691,24/10/2025,1,Sổ đỏ,2,"Giang Cao, Xã Bát Tràng, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,17 tỷ,"Bán Nhà hẻm, ngõ Giang Cao",https://mogi.vn/huyen-gia-lam/mua-nha-hem-ngo/xuong-gom-bat-trang-giang-cao-170m-mt-9m-dau-tu-san-xuat-cho-thue-id22703691
420 m2,"70 m2(5,6x12,5)",22643664,24/10/2025,13,Sổ đỏ,13,"Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,17 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Hoa Bằng",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/ban-toa-can-ho-dich-vu-pho-hoa-bang-cau-giay-dt-70m2-x-6-tang-id22643664
55 m2,,22656455,24/10/2025,5,Sổ đỏ,11,"Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,8 tỷ 800 triệu,Bán Căn hộ dịch vụ Giáp Nhị,https://mogi.vn/quan-hoang-mai/mua-can-ho-dich-vu/sieu-ga-de-trung-vang-giap-nhi-11-phong-dong-tien-600tr-nam-id22656455
210 m2,210 m2(15x14),22706035,24/10/2025,8,Sổ đỏ,7,"Thọ Tháp, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,152 tỷ,"Bán Nhà mặt tiền, phố Thọ Tháp",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/ban-toa-van-phong-pho-tho-thap-2-mat-ten-210m2-7-tang-152-ty-id22706035
175 m2,"35 m2(4,1x9)",22704780,24/10/2025,4,Sổ đỏ,3,"Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,6 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Thúy Lĩnh",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/nha-moi49-thuy-linh-lo-goc-5-tang-35m-o-to-qua-nha-gan-pho-tang-ful-id22704780
450 m2,72 m2(6x12),22706473,24/10/2025,6,Sổ đỏ,6,"Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0947508638-nguyen-van-diem-uid53062,0947508638,Nguyễn Văn Diệm,36 tỷ,"Bán Biệt thự, liền kề Khu nhà ở 90 Nguyễn Tuân",https://mogi.vn/quan-thanh-xuan/mua-nha-biet-thu-lien-ke/can-ban-nha-lien-ke-nguyen-tuan-thanh-xuan-72m-x-5-tang-id22706473
40 m2,"40 m2(3,5x12)",22656433,24/10/2025,4,Sổ đỏ,6,"Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,6 tỷ 950 triệu,"Bán Nhà hẻm, ngõ Giáp Nhị",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/ban-nha-giap-nhi-40m-gia-nhinh-6-ty-ngo-nong-oto-gan-id22656433
,60 m2(4x15),22551639,24/10/2025,10,Sổ đỏ,10,"Hạ Yên Quyết, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,12 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Hạ Yên Quyết",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/pho-ha-yen-quyet-cau-giay-dt-60m2-x-6-tang-mt-4m-id22551639
110 m2,110 m2(9x12),22706231,24/10/2025,8,Sổ đỏ,8,"Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,42 tỷ,"Bán Nhà mặt tiền, phố Nguyễn Xiển",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-gap-toa-van-phong-nguyen-xien-110m2-8-tang-mt-9m-42-ty-id22706231
126 m2,32 m2(4x8),22704847,24/10/2025,4,Sổ đỏ,3,"Đông Dư Thượng, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,5 tỷ 100 triệu,"Bán Nhà hẻm, ngõ Đông Dư Thượng",https://mogi.vn/huyen-gia-lam/mua-nha-hem-ngo/dan-tu-xay-xin-min-o-suong-bat-khoi-dong-du-32m-4-tang-canh-truong-id22704847
500 m2,130 m2(6x22),22706467,24/10/2025,4,Sổ đỏ,6,"Đại lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0947508638-nguyen-van-diem-uid53062,0947508638,Nguyễn Văn Diệm,36 tỷ,"Bán Biệt thự, liền kề Khu đô thị Mễ Trì Thượng",https://mogi.vn/quan-nam-tu-liem/mua-nha-biet-thu-lien-ke/bt-kdt-me-tri-thuong-gan-tthn-quoc-gia-130m-x-4-tang-mt-rong-7m-id22706467
1030 m2,"131 m2(5,7x23)",22415248,24/10/2025,8,Sổ hồng,8,"Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,49 tỷ 900 triệu,"Bán Nhà mặt tiền, phố Thái Hà",https://mogi.vn/quan-dong-da/mua-nha-mat-tien-pho/ban-nha-pho-thai-ha-quan-dong-da-dt-131m2-x-8-tang-gia-49-9-ty-id22415248
44 m2,"44 m2(3,5x14)",22655937,24/10/2025,3,Sổ đỏ,4,"Nguyễn Văn Trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,7 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Nguyễn Văn Trỗi",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-pho-nguyen-van-troi-phuong-liet-dt-44m2-gia-hon-7-ty-id22655937
140 m2,140 m2(7x15),22706348,24/10/2025,45,Sổ đỏ,42,"An Hòa, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,52 tỷ,"Bán Nhà mặt tiền, phố An Hòa",https://mogi.vn/quan-ha-dong/mua-nha-mat-tien-pho/ban-toa-van-phong-apartment-mo-lao-140m2-7-tang-mt-7-2m-52-ty-id22706348
420 m2,60 m2(4x15),22704980,24/10/2025,7,Sổ đỏ,5,"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,19 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Phố Trạm",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/pho-tram-long-bien-dang-cap-7-tang-thang-may-x-60m-o-to-tranh-thong-id22704980
325 m2,"65 m2(6,6x9,9)",22415245,24/10/2025,5,Sổ đỏ,4,"Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,15 tỷ 900 triệu,"Bán Nhà mặt tiền, phố Thái Hà",https://mogi.vn/quan-dong-da/mua-nha-mat-tien-pho/ban-nha-mat-ngo-178-thai-ha-dong-da-dt-65m2-xay-5-tang-gia-15-9-ty-id22415245
46 m2,"46 m2(4,2x12)",22655836,24/10/2025,4,Sổ đỏ,3,"Phương Liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,9 tỷ 300 triệu,"Bán Nhà mặt tiền, phố Phương Liệt",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-pho-phuong-liet-tx-dt-46m2-x-5t-gia-hon-9-ty-ngo-nong-id22655836
420 m2,420 m2(15x28),22706918,24/10/2025,,Sổ đỏ,,"Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,29 tỷ 999 triệu,Bán Đất thổ cư Phùng Khoang,https://mogi.vn/quan-nam-tu-liem/mua-dat-tho-cu/ban-gap-420m2-dat-phung-khoang-phu-hop-chia-lo-mt-15m-30-ty-id22706918
122 m2,"122 m2(6,4x19,5)",22705075,24/10/2025,1,Sổ đỏ,2,"Nguyễn Mậu Tài, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,19 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Nguyễn Mậu Tài",https://mogi.vn/huyen-gia-lam/mua-nha-mat-tien-pho/ban-dat-tang-xuong-co-khi-trau-quy-phan-lo-via-he-7ha-122m-mt-6-4m-id22705075
55 m2,"51 m2(3,6x15)",22682207,24/10/2025,,Sổ đỏ,,"Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0845321888-dao-thang-uid12242632,0845321888,Đào Thắng,7 tỷ,Bán Đất thổ cư Bằng Liệt,https://mogi.vn/quan-hoang-mai/mua-dat-tho-cu/ban-dat-nha-dan-bang-liet-chi-7-ty-55m-no-hau-gan-cho-bang-id22682207
41 m2,41 m2(4x11),22648122,24/10/2025,4,Sổ đỏ,5,"Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,7 tỷ 750 triệu,"Bán Nhà mặt tiền, phố Khương Đình",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-vu-tong-phan-tx-dt-41m2-gia-hon-7ty-lo-goc-2-thoang-id22648122
,"131 m2(5,7x23)",22415247,24/10/2025,8,Sổ đỏ,8,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,49 tỷ 900 triệu,"Bán Nhà mặt tiền, phố Thái Hà",https://mogi.vn/quan-dong-da/mua-nha-mat-tien-pho/ban-nha-pho-thai-ha-quan-dong-da-dt-131m2-x-8-tang-gia-49-9-ty-id22415247
50 m2,50 m2(5x10),22708339,24/10/2025,4,Sổ đỏ,5,"Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,14 tỷ 199 triệu,"Bán Nhà hẻm, ngõ Phạm Văn Đồng",https://mogi.vn/quan-bac-tu-liem/mua-nha-hem-ngo/ban-nha-pham-van-dong-o-to-tranh-50m2-4t-mt-5m-14-2-ty-id22708339
61 m2,"61 m2(6x10,2)",22705176,24/10/2025,,Sổ đỏ,,"Quốc Lộ 5B, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,4 tỷ 750 triệu,Bán Đất thổ cư Quốc Lộ 5B,https://mogi.vn/huyen-gia-lam/mua-dat-tho-cu/kieu-ky-truc-chinh-duong-gom-5b-61m-mt6m-ngo-thong-kinh-doanh-o-to-id22705176
1620 m2,180 m2(10x18),22415243,24/10/2025,23,Sổ đỏ,20,"Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,60 tỷ,"Bán Nhà mặt tiền, phố Dương Khuê",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/ban-toa-can-ho-pho-duong-khue-cau-giay-dt-180m2-x-9-tang-gia-60-ty-id22415243
80 m2,80 m2(6x15),22648452,24/10/2025,3,Sổ đỏ,4,"Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,7 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Khương Hạ",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-gap-khuong-ha-tx-dt-80m2-mt-6m-gia-nhinh-7ty-oto-id22648452
65 m2,65 m2(8x8),22708471,24/10/2025,4,Sổ đỏ,5,"Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,15 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Xuân Đỉnh",https://mogi.vn/quan-bac-tu-liem/mua-nha-hem-ngo/ban-nha-xuan-dinh-lo-goc-o-to-tranh-65m2-4t-mt-8m-15-5-ty-id22708471
44 m2,44 m2(5x9),22705214,24/10/2025,,Sổ đỏ,,"Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,4 tỷ 450 triệu,Bán Đất thổ cư Đa Tốn,https://mogi.vn/huyen-gia-lam/mua-dat-tho-cu/da-ton-thuan-ton-canh-379-vinocp-va-ecopark-44m-mt-5m-phan-khuc-hiem-id22705214
855 m2,"95 m2(5,5x17,3)",22415242,24/10/2025,21,Sổ đỏ,20,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,19 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Cầu Giấy",https://mogi.vn/quan-cau-giay/mua-nha-mat-tien-pho/ban-toa-chung-cu-mini-ngo-79-cau-giay-dt-95m2-x-9-tang-gia-19-5-ty-id22415242
42 m2,"42 m2(3,5x14)",22647288,24/10/2025,3,Sổ đỏ,3,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,6 tỷ 750 triệu,"Bán Nhà mặt tiền, phố Khương Trung",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-khuong-trung-tx-dt-42m2-gia-hon-6-ty-oto-do-cong-id22647288
185 m2,185 m2(8x23),22710315,24/10/2025,8,Sổ đỏ,8,"Hàng Bông, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,138 tỷ 999 triệu,"Bán Nhà mặt tiền, phố Hàng Bông",https://mogi.vn/quan-hoan-kiem/mua-nha-mat-tien-pho/ban-nha-mat-pho-co-hang-bong-185m2-5t-mt-8m-dt-250tr-thang-139-ty-id22710315
290 m2,"145 m2(5,4x27)",22699700,24/10/2025,2,Sổ đỏ,3,"Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,23 tỷ 800 triệu,"Bán Nhà mặt tiền, phố Thúy Lĩnh",https://mogi.vn/quan-hoang-mai/mua-nha-mat-tien-pho/trung-tam-mat-pho-thuy-linh-145m-2-tang-kinh-doanh-ngay-dem-cho-thue-id22699700
,80 m2(5x16),22296689,24/10/2025,7,Sổ đỏ,5,"Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0919928661-phung-quang-dau-uid12103377,0919928661,Phùng Quang Dậu,24 tỷ,"Bán Nhà mặt tiền, phố Vĩnh Phúc",https://mogi.vn/quan-ba-dinh/mua-nha-mat-tien-pho/ban-nha-mat-pho-vinh-phuc-quan-ba-dinh-dt-80m2-x-7-tang-mt-5m-id22296689
40 m2,40 m2(4x10),22647139,24/10/2025,3,Sổ đỏ,4,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,9 tỷ 900 triệu,"Bán Nhà mặt tiền, phố Vũ Tông Phan",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-vu-tong-phan-tx-dt-40m2-gia-hon-9-ty-oto-kinh-doanh-id22647139
155 m2,155 m2(8x19),22710441,24/10/2025,6,Sổ đỏ,6,"Trần Khát Chân, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0987104878-vu-thinh-uid12164532,0987104878,Vũ Thịnh,104 tỷ 999 triệu,"Bán Nhà mặt tiền, phố Trần Khát Chân",https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mat-pho-tran-khat-chan-155m2-4t-mt-8m-105-ty-id22710441
450 m2,"55 m2(3,5x11,5)",22700381,24/10/2025,12,Sổ đỏ,12,"Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0912915066-nguyen-nam-uid12226692,0912915066,Nguyễn Nam,10 tỷ 900 triệu,"Bán Nhà hẻm, ngõ Bát Khối",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/long-bien-7-tang-thang-may-full-12-phong-cho-thue-dong-tien-33tr-1tha-id22700381
50 m2,50 m2(4x15),22646138,24/10/2025,4,Sổ đỏ,6,"Phương Liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0984857937-luong-tu-uid12186644,0984857937,Lương Tú,8 tỷ 400 triệu,"Bán Nhà mặt tiền, phố Phương Liệt",https://mogi.vn/quan-thanh-xuan/mua-nha-mat-tien-pho/ban-nha-pho-phuong-liet-ha-ke-tan-dt-50m2-x-5t-gia-nhinh-8-ty-id22646138
