Diện tích sử dụng,address,Phòng ngủ,Nhà tắm,Mã BĐS,Diện tích đất,price,Ngày đăng,Pháp lý
120 m2,"Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",3,2,22709457,,4 tỷ 780 triệu,16/10/2025,Sổ đỏ
330 m2,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",5,5,22642265,"55 m2(5,5x10)",13 tỷ,16/10/2025,Sổ đỏ
80 m2,"Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",3,2,22709121,,5 tỷ 700 triệu,16/10/2025,Sổ đỏ
70 m2,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",2,1,22709456,,4 tỷ 630 triệu,16/10/2025,Sổ đỏ
330 m2,"Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",16,16,22643662,"55 m2(4,8x11,5)",14 tỷ 500 triệu,16/10/2025,Sổ đỏ
,"Phố Hồng Đô, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",9,9,22703910,44 m2(4x11),9 tỷ,16/10/2025,Sổ đỏ
70 m2,"Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",2,1,22709119,,3 tỷ 890 triệu,16/10/2025,Sổ đỏ
90 m2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",3,2,22709125,,5 tỷ 179 triệu,16/10/2025,Sổ đỏ
385 m2,"Lê Quang Đạo, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",15,15,22703623,"55 m2(4x13,8)",15 tỷ,16/10/2025,Sổ đỏ
,"Lưu Hữu Phước, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",5,3,22703956,"66 m2(4,1x16)",18 tỷ,16/10/2025,Sổ đỏ
80 m2,"Ngõ văn chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",3,1,22709118,,4 tỷ 390 triệu,16/10/2025,Sổ đỏ
100 m2,"Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",3,1,22709117,,5 tỷ 100 triệu,16/10/2025,Sổ đỏ
90 m2,"Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",3,2,22709116,,5 tỷ 699 triệu,16/10/2025,Sổ đỏ
375 m2,"Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",6,5,22079341,"75 m2(4,5x16,6)",20 tỷ,16/10/2025,Sổ đỏ
80 m2,"Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",2,1,22707282,,6 tỷ 250 triệu,16/10/2025,Sổ đỏ
60 m2,"Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",2,2,22707279,,3 tỷ 650 triệu,16/10/2025,Sổ đỏ
100 m2,"Kim Mã, Phường Giảng Võ, Quận Ba Đình, Hà Nội",3,3,22708952,,5 tỷ 250 triệu,16/10/2025,Sổ đỏ
,"Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",8,9,22386136,"61 m2(4x15,25)",10 tỷ,16/10/2025,Sổ đỏ
285 m2,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",4,5,22415170,"57 m2(4,4x12,9)",16 tỷ,16/10/2025,Sổ đỏ
60 m2,"Ngõ Thịnh Hào, Phường Hàng Bột, Quận Đống Đa, Hà Nội",2,1,22707070,,3 tỷ 690 triệu,16/10/2025,Sổ đỏ
90 m2,"Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",3,2,22707251,,3 tỷ 699 triệu,16/10/2025,Sổ đỏ
50 m2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",2,1,22707069,,3 tỷ 430 triệu,16/10/2025,Sổ đỏ
165 m2,"Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",3,4,22415203,"33 m2(4,6x7,2)",5 tỷ 300 triệu,16/10/2025,Sổ đỏ
160 m2,"Pháo Đài Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",3,4,22415240,40 m2(4x10),6 tỷ 700 triệu,16/10/2025,Sổ đỏ
,"Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",3,2,22399127,103 m2(10x10),6 tỷ 700 triệu,16/10/2025,Hợp đồng mua bán
65 m2,"Vĩnh Hồ, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",2,2,22707068,,3 tỷ 690 triệu,16/10/2025,Sổ đỏ
45 m2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",2,1,22707066,,3 tỷ 390 triệu,16/10/2025,Sổ đỏ
80 m2,"Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",3,1,22707046,,3 tỷ 790 triệu,16/10/2025,Sổ đỏ
855 m2,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",20,21,22415242,"95 m2(5,5x17,3)",19 tỷ 500 triệu,16/10/2025,Sổ đỏ
700 m2,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",12,7,22496101,"100 m2(8x12,5)",35 tỷ,16/10/2025,Sổ đỏ
45 m2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",2,1,22707067,,3 tỷ 290 triệu,16/10/2025,Sổ đỏ
385 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",12,13,22672779,55 m2(5x11),12 tỷ 500 triệu,16/10/2025,Sổ đỏ
80 m2,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",2,1,22707041,,5 tỷ 690 triệu,16/10/2025,Sổ đỏ
350 m2,"Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",5,6,22672780,70 m2(5x14),28 tỷ,16/10/2025,Sổ đỏ
72 m2,"Đội Nhân, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",2,1,22710297,,6 tỷ 400 triệu,16/10/2025,Sổ đỏ
60 m2,"Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",2,1,22707039,,3 tỷ 790 triệu,16/10/2025,Sổ đỏ
420 m2,"Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",13,13,22643664,"70 m2(5,6x12,5)",17 tỷ 500 triệu,16/10/2025,Sổ đỏ
483 m2,"Mễ Trì Thượng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",5,6,22701047,"69 m2(5x13,8)",27 tỷ,16/10/2025,Sổ đỏ
384 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",15,15,22703614,"64 m2(4,1x15,6)",16 tỷ 640 triệu,16/10/2025,Sổ đỏ
240 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",10,10,22701261,40 m2(4x10),12 tỷ,16/10/2025,Sổ đỏ
80 m2,"Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",3,1,22710287,,3 tỷ 590 triệu,16/10/2025,Sổ đỏ
,"Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",6,6,21688139,"70 m2(5,5x12,7)",22 tỷ,16/10/2025,Sổ đỏ
,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",15,15,22703959,64 m2(4x16),16 tỷ 900 triệu,16/10/2025,Sổ đỏ
65 m2,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",2,1,22707035,,4 tỷ 689 triệu,16/10/2025,Sổ đỏ
80 m2,"Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",2,1,22707033,,4 tỷ 549 triệu,16/10/2025,Sổ đỏ
100 m2,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",3,2,22707036,,4 tỷ 449 triệu,16/10/2025,Sổ đỏ
110 m2,"Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",2,1,22707028,,7 tỷ 900 triệu,16/10/2025,Sổ đỏ
90 m2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",3,2,22707030,,4 tỷ 980 triệu,16/10/2025,Sổ đỏ
100 m2,"Phạm Ngọc Thạch, Phường Trung Tự, Quận Đống Đa, Hà Nội",2,2,22707025,,5 tỷ 450 triệu,16/10/2025,Sổ đỏ
50 m2,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",10,10,22709657,"50 m2(4,5x12)",16 tỷ 500 triệu,16/10/2025,Sổ đỏ
80 m2,"Ngõ Thổ Quan, Phường Hàng Bột, Quận Đống Đa, Hà Nội",3,2,22707024,,5 tỷ 379 triệu,16/10/2025,Sổ đỏ
100 m2,"Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",36,37,22711844,"110 m2(8,6x12)",41 tỷ,16/10/2025,Sổ đỏ
372 m2,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",4,5,22415154,"62 m2(6,8x9,1)",18 tỷ 800 triệu,16/10/2025,Sổ đỏ
75 m2,"Đông Tác, Phường Trung Tự, Quận Đống Đa, Hà Nội",2,1,22707027,,3 tỷ 900 triệu,16/10/2025,Sổ đỏ
80 m2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",2,2,22707020,,4 tỷ 490 triệu,16/10/2025,Sổ đỏ
37 m2,"Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",4,4,22711410,37 m2(4x9),8 tỷ,16/10/2025,Sổ đỏ
325 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",4,5,22415143,"65 m2(4,2x15)",10 tỷ,16/10/2025,Sổ đỏ
70 m2,"Ngõ Thổ Quan, Phường Hàng Bột, Quận Đống Đa, Hà Nội",2,1,22707016,,3 tỷ 450 triệu,16/10/2025,Sổ đỏ
60 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",15,15,22708271,60 m2(5x12),15 tỷ,16/10/2025,Sổ đỏ
72 m2,"Phố Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",18,18,22700980,72 m2(5x15),19 tỷ 300 triệu,16/10/2025,Sổ đỏ
68 m2,"Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",2,2,22415164,"68 m2(8x8,5)",4 tỷ 200 triệu,16/10/2025,Sổ đỏ
160 m2,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",,,22708360,"160 m2(8,5x19)",26 tỷ 500 triệu,16/10/2025,Sổ đỏ
60 m2,"Đoàn Thị Điểm, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",2,1,22707014,,3 tỷ 190 triệu,16/10/2025,Sổ đỏ
70 m2,"Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",2,1,22707005,,4 tỷ 90 triệu,16/10/2025,Sổ đỏ
35 m2,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",3,3,22700981,"35 m2(3,5x10)",13 tỷ 900 triệu,16/10/2025,Sổ đỏ
100 m2,"Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",20,20,22708275,"100 m2(7,8x12)",32 tỷ,16/10/2025,Sổ đỏ
200 m2,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",4,4,22711753,40 m2(5x8),9 tỷ 100 triệu,16/10/2025,Sổ hồng
328 m2,"Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",8,6,22712096,"55 m2(3,5x15)",11 tỷ 499 triệu,16/10/2025,Sổ hồng
354 m2,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4,5,22415218,"59 m2(4,2x14)",6 tỷ 200 triệu,16/10/2025,Sổ đỏ
50 m2,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",4,4,22700983,"50 m2(3,5x14)",13 tỷ 250 triệu,16/10/2025,Sổ đỏ
315 m2,"Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",4,4,22712223,63 m2(4x16),11 tỷ,16/10/2025,Sổ hồng
295 m2,"Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",5,5,22415212,"59 m2(4x14,7)",6 tỷ 900 triệu,16/10/2025,Sổ đỏ
60 m2,"An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",2,1,22703494,,2 tỷ 800 triệu,16/10/2025,Sổ đỏ
55 m2,"Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",11,11,22708479,55 m2(4x12),13 tỷ 500 triệu,16/10/2025,Sổ đỏ
97 m2,"Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",7,7,22708485,"97 m2(7,9x15)",22 tỷ 500 triệu,16/10/2025,Sổ đỏ
"80,6 m2","Trần Bình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",2,1,22416660,"80,6 m2(8x10)",3 tỷ 600 triệu,16/10/2025,Sổ đỏ
82 m2,"Phố Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",18,15,22700985,"82 m2(3,6x23)",21 tỷ,16/10/2025,Sổ đỏ
46 m2,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",5,5,22700986,"46 m2(3,7x11)",13 tỷ 800 triệu,16/10/2025,Sổ đỏ
90 m2,"Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",3,1,22703485,,4 tỷ 299 triệu,16/10/2025,Sổ đỏ
,"Kim Hoa, Phường Phương Liên, Quận Đống Đa, Hà Nội",4,5,22417002,"65 m2(4x16,25)",10 tỷ 900 triệu,16/10/2025,Sổ đỏ
130 m2,"Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",33,33,22708778,"130 m2(6,5x20)",32 tỷ,16/10/2025,Sổ đỏ
105 m2,"Cửa Nam, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",3,2,22703480,,13 tỷ 300 triệu,16/10/2025,Sổ đỏ
80 m2,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",5,4,22700988,"80 m2(10,8x8)",13 tỷ,16/10/2025,Sổ đỏ
70 m2,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",2,1,22703472,,3 tỷ 550 triệu,16/10/2025,Sổ đỏ
,"Hồ Tùng Mậu, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",4,7,22443313,"54 m2(4,6x11,7)",9 tỷ 900 triệu,16/10/2025,Sổ đỏ
55 m2,"Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",6,4,22702593,"55 m2(4,5x13)",15 tỷ 499 triệu,16/10/2025,Sổ đỏ
78 m2,"Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",20,21,22709013,"78 m2(6,6x12,6)",21 tỷ 500 triệu,16/10/2025,Sổ đỏ
82 m2,"Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",4,6,22708943,"83 m2(5x16,5)",20 tỷ 500 triệu,16/10/2025,Sổ đỏ
375 m2,"Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",6,5,22541572,"75 m2(6x12,5)",21 tỷ 500 triệu,16/10/2025,Sổ đỏ
55 m2,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",2,1,22706989,,3 tỷ 880 triệu,16/10/2025,Sổ đỏ
,"Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",50,52,22511633,300 m2(9x33),98 tỷ,16/10/2025,Sổ đỏ
80 m2,"Hoàng Ngọc Phách, Phường Láng Hạ, Quận Đống Đa, Hà Nội",2,1,22706986,,4 tỷ 960 triệu,16/10/2025,Sổ đỏ
50 m2,"Kim Hoa, Phường Phương Liên, Quận Đống Đa, Hà Nội",4,4,22702041,"50 m2(4x12,5)",16 tỷ,16/10/2025,Sổ đỏ
130 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",18,20,22709095,130 m2(12x11),43 tỷ 500 triệu,16/10/2025,Sổ đỏ
40 m2,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",10,10,22709131,"40 m2(3,7x12)",10 tỷ,16/10/2025,Sổ đỏ
,"Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",4,6,22546284,"55 m2(4,5x12)",13 tỷ,16/10/2025,Sổ đỏ
80 m2,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",2,1,22706978,,4 tỷ 450 triệu,16/10/2025,Sổ đỏ
45 m2,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",4,4,22702595,"45 m2(4,5x10)",8 tỷ 100 triệu,16/10/2025,Sổ đỏ
220 m2,"Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",4,5,22650062,"55 m2(4,5x12)",10 tỷ 500 triệu,16/10/2025,Sổ đỏ
38 m2,"Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",3,4,22702596,"38 m2(5,2x8)",10 tỷ 800 triệu,16/10/2025,Sổ đỏ
40 m2,"Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",4,4,22709553,40 m2(4x10),23 tỷ,16/10/2025,Sổ đỏ
50 m2,"Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",2,1,22706189,,3 tỷ 150 triệu,16/10/2025,Sổ đỏ
40 m2,"Hòa Bình 7, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",4,4,22702599,"40 m2(3,5x12)",9 tỷ 200 triệu,16/10/2025,Sổ đỏ
70 m2,"Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",4,2,22706172,,4 tỷ 490 triệu,16/10/2025,Sổ đỏ
,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",4,5,22667702,"40 m2(5,5x7,2)",7 tỷ,16/10/2025,Sổ đỏ
90 m2,"Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",4,6,22709565,"90 m2(6,8x14)",24 tỷ 500 triệu,16/10/2025,Sổ đỏ
85 m2,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",5,5,22704040,"85 m2(5,5x16)",26 tỷ,16/10/2025,Sổ đỏ
100 m2,"Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",3,2,22706168,,5 tỷ 200 triệu,16/10/2025,Sổ đỏ
,"Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",4,4,22667753,40 m2(4x10),7 tỷ,16/10/2025,Sổ đỏ
80 m2,"Nguyễn Viết Xuân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",4,4,22704044,"80 m2(4,6x17,3)",22 tỷ 500 triệu,16/10/2025,Sổ đỏ
140 m2,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",4,6,22709267,"140 m2(8,8x15)",52 tỷ 500 triệu,16/10/2025,Sổ đỏ
,"Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội",15,15,22703957,"66 m2(4,5x14,7)",18 tỷ,16/10/2025,Sổ đỏ
100 m2,"Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",4,2,22706170,,4 tỷ 450 triệu,16/10/2025,Sổ đỏ
100 m2,"Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",3,2,22706165,,4 tỷ 400 triệu,16/10/2025,Sổ đỏ
43 m2,"Đồng Cổ, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",12,12,22709922,"43 m2(4,5x9)",15 tỷ,16/10/2025,Sổ đỏ
60 m2,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",5,5,22704051,60 m2(4x15),14 tỷ,16/10/2025,Sổ đỏ
66 m2,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",4,4,22704047,66 m2(6x11),16 tỷ 800 triệu,16/10/2025,Sổ đỏ
45 m2,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",3,4,22706162,"45 m2(7x6,4)",8 tỷ 900 triệu,16/10/2025,Sổ đỏ
225 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",4,4,22415229,"45 m2(3,5x12,9)",4 tỷ 800 triệu,16/10/2025,Sổ đỏ
110 m2,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",4,4,22710340,"110 m2(8,6x15)",36 tỷ 500 triệu,16/10/2025,Sổ đỏ
45 m2,"Chính Kinh, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",4,4,22710335,45 m2(6x8),12 tỷ 500 triệu,16/10/2025,Sổ đỏ
52 m2,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",4,4,22705551,"52 m2(4,3x12)",21 tỷ,16/10/2025,Sổ đỏ
270 m2,"Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",3,5,22415232,45 m2(5x9),19 tỷ 800 triệu,16/10/2025,Sổ đỏ
72 m2,"Nguyễn Trãi, Phường Văn Quán, Quận Hà Đông, Hà Nội",2,2,22706159,,5 tỷ 390 triệu,16/10/2025,Sổ đỏ
,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",6,7,22381248,60 m2(5x14),15 tỷ,16/10/2025,Sổ đỏ
70 m2,"Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",12,12,22705560,"70 m2(4x17,5)",21 tỷ 900 triệu,16/10/2025,Sổ đỏ
100 m2,"Trần Nhật Duật, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",3,2,22703576,,4 tỷ 879 triệu,16/10/2025,Sổ đỏ
80 m2,"Nguyễn Phong Sắc, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",2,1,22703502,,4 tỷ 230 triệu,16/10/2025,Sổ đỏ
1620 m2,"Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",20,23,22415243,180 m2(10x18),60 tỷ,16/10/2025,Sổ đỏ
60 m2,"Tống Duy Tân, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",2,1,22703571,,4 tỷ 649 triệu,16/10/2025,Sổ đỏ
204 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",4,5,22415234,"51 m2(4,6x11,1)",8 tỷ 500 triệu,16/10/2025,Sổ đỏ
60 m2,"Yên Ninh, Phường Quán Thánh, Quận Ba Đình, Hà Nội",2,1,22703398,,3 tỷ 650 triệu,16/10/2025,Sổ đỏ
325 m2,"Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",4,5,22415245,"65 m2(6,6x9,9)",15 tỷ 900 triệu,16/10/2025,Sổ đỏ
60 m2,"Ngô Thì Nhậm, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",3,1,22703499,,4 tỷ 100 triệu,16/10/2025,Sổ đỏ
1030 m2,"Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",8,8,22415248,"131 m2(5,7x23)",49 tỷ 900 triệu,16/10/2025,Sổ hồng
,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",8,8,22415247,"131 m2(5,7x23)",49 tỷ 900 triệu,16/10/2025,Sổ đỏ
,"Hạ Yên Quyết, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",10,10,22551639,60 m2(4x15),12 tỷ 500 triệu,16/10/2025,Sổ đỏ
50 m2,"Nguyễn Trường Tộ, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",2,1,22703392,,3 tỷ 450 triệu,16/10/2025,Sổ đỏ
53 m2,"Hoàng Đạo Thúy, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",2,1,22658330,,3 tỷ 850 triệu,16/10/2025,Sổ đỏ
70 m2,"Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",2,1,22703387,,3 tỷ 450 triệu,16/10/2025,Sổ đỏ
60 m2,"Hàng Than, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",2,1,22703386,,4 tỷ 450 triệu,16/10/2025,Sổ đỏ
75 m2,"Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",2,1,22703389,,6 tỷ 289 triệu,16/10/2025,Sổ đỏ
225 m2,"Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",9,9,22650058,45 m2(4x11),8 tỷ,16/10/2025,Sổ đỏ
330 m2,"Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",9,9,22650079,55 m2(5x11),13 tỷ,16/10/2025,Sổ đỏ
20 m2,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",3,3,22705691,"20 m2(3,5x5,7)",4 tỷ 750 triệu,16/10/2025,Sổ đỏ
240 m2,"Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",6,4,22643688,40 m2(4x10),16 tỷ,16/10/2025,Sổ đỏ
60 m2,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",2,1,22703384,,4 tỷ 149 triệu,16/10/2025,Sổ đỏ
420 m2,"Đông Quan, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",6,6,22646411,60 m2(5x12),23 tỷ,16/10/2025,Sổ đỏ
80 m2,"Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",3,2,22705529,,4 tỷ 290 triệu,16/10/2025,Sổ đỏ
70 m2,"Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",2,2,22705358,,4 tỷ 650 triệu,16/10/2025,Sổ đỏ
70 m2,"Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",2,1,22703467,,4 tỷ 280 triệu,16/10/2025,Sổ đỏ
60 m2,"Trương Hán Siêu, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",2,1,22703463,,4 tỷ 200 triệu,16/10/2025,Sổ đỏ
90 m2,"Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",3,2,22703459,,4 tỷ 299 triệu,16/10/2025,Sổ đỏ
,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",6,7,22658466,52 m2(4x13),16 tỷ,16/10/2025,Sổ đỏ
50 m2,"Nguyễn Siêu, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",2,1,22703460,,3 tỷ 380 triệu,16/10/2025,Sổ đỏ
,"Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",6,7,22667704,"60 m2(5,5x10,9)",21 tỷ,16/10/2025,Sổ đỏ
,"Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",8,9,22658451,40 m2(4x10),8 tỷ,16/10/2025,Sổ đỏ
